ASPEN,CAPITEC,IMPLATS,GROWPNT,REINET,PROSUS,NORTHAM,ANGGOLD,BATS,EXXARO,WOOLIES,NASPERS-N-,CLICKS,BIDVEST,NEPIROCK,OMUTUAL,MR_PRICE,ABSAGROUP,SANLAM,REMGRO,GFIELDS,RICHEMONT,STANBANK,GLENCORE,SHOPRIT,MC_GROUP,INVLTD,MONDIPLC,BIDCORP,INVPLC,DISCOVERY,AMPLATS,ANGLO,FIRSTRAND,SIBANYE-S,NEDBANK,SASOL,SPAR,VODACOM,MTN_GROUP,BHP
9668,14600.0,21848,1762,0.0,0.0,4585.0,33699.0,25654.0,13084.0,2773.0,37917.0,4390.0,4406,0.0,0.0,0.0,0.0,2685.0,10850.0,10736.0,3910.0,10188,0.0,10148.0,0.0,5590,5351.0,0.0,5468.0,3940.0,70491,32000,1771.0,0.0,12689.0,32199,10050.0,7029.0,12642.0,0.0
9650,14680.0,22347,1755,0.0,0.0,4605.0,33940.0,25611.0,13308.0,2760.0,39073.0,4370.0,4437,0.0,0.0,0.0,0.0,2677.0,10739.0,10974.0,3997.0,10128,0.0,10280.0,0.0,5660,5400.0,0.0,5550.0,3940.0,71090,32750,1864.0,0.0,12700.0,32302,10000.0,7091.0,12683.0,0.0
9452,14850.0,22250,1795,0.0,0.0,4830.0,34479.0,25669.0,13400.0,2781.0,38959.0,4450.0,4363,0.0,0.0,0.0,0.0,2660.0,10910.0,10969.0,3939.0,10145,0.0,10274.0,0.0,5525,5385.0,0.0,5410.0,3939.0,71495,33199,1860.0,0.0,12600.0,33272,10000.0,7320.0,12903.0,0.0
9500,14850.0,22360,1795,0.0,0.0,4775.0,33990.0,25751.0,13400.0,2731.0,39021.0,4470.0,4382,0.0,0.0,0.0,0.0,2683.0,10836.0,10811.0,4003.0,10116,0.0,10280.0,0.0,5542,5400.0,0.0,5439.0,3900.0,71087,33500,1843.0,0.0,12640.0,33185,9770.0,7255.0,12754.0,0.0
9350,14945.0,22500,1785,0.0,0.0,4850.0,33749.0,26049.0,13487.0,2720.0,39174.0,4440.0,4375,0.0,0.0,0.0,0.0,2711.0,10750.0,10811.0,4010.0,10155,0.0,10120.0,0.0,5560,5395.0,0.0,5451.0,3930.0,69276,33349,1875.0,0.0,12790.0,32950,9751.0,7263.0,13003.0,0.0
9350,15365.0,22125,1773,0.0,0.0,4779.0,33435.0,25750.0,13350.0,2720.0,39174.0,4380.0,4346,0.0,0.0,0.0,0.0,2711.0,10870.0,10701.0,3920.0,10200,0.0,9989.0,0.0,5540,5390.0,0.0,5415.0,3944.0,68167,32615,1842.0,0.0,12824.0,33010,9793.0,7223.0,13000.0,0.0
9250,15400.0,21693,1772,0.0,0.0,4760.0,33234.0,25713.0,13300.0,2705.0,38734.0,4370.0,4349,0.0,0.0,0.0,0.0,2695.0,10853.0,10911.0,3899.0,10271,0.0,9988.0,0.0,5425,5371.0,0.0,5390.0,3915.0,68499,32899,1830.0,0.0,12800.0,32800,9750.0,7300.0,12757.0,0.0
9450,15500.0,22100,1800,0.0,0.0,4620.0,34029.0,25772.0,13400.0,2687.0,39362.0,4415.0,4377,0.0,0.0,0.0,0.0,2713.0,10850.0,11040.0,3902.0,10250,0.0,9950.0,0.0,5435,5315.0,0.0,5355.0,3915.0,67571,32875,1865.0,0.0,12800.0,32968,9788.0,7250.0,12610.0,0.0
9530,15615.0,22066,1791,0.0,0.0,4601.0,34600.0,25764.0,13534.0,2626.0,39372.0,4411.0,4377,0.0,0.0,0.0,0.0,2729.0,10853.0,11079.0,3964.0,10250,0.0,9980.0,0.0,5470,5350.0,0.0,5400.0,3926.0,67850,32949,1880.0,0.0,12913.0,32950,9880.0,7210.0,12550.0,0.0
9530,15900.0,22479,1791,0.0,0.0,4611.0,34600.0,25650.0,13400.0,2580.0,39372.0,4400.0,4377,0.0,0.0,0.0,0.0,2729.0,10921.0,11079.0,3911.0,10543,0.0,9980.0,0.0,5440,5277.0,0.0,5370.0,3866.0,67850,33020,1880.0,0.0,12805.0,33178,9699.0,7352.0,12600.0,0.0
9546,16000.0,22479,1798,0.0,0.0,4593.0,34600.0,25650.0,13400.0,2580.0,38476.0,4239.0,4412,0.0,0.0,0.0,0.0,2746.0,10921.0,10711.0,3911.0,10543,0.0,9800.0,0.0,5440,5277.0,0.0,5370.0,3866.0,66550,33020,1857.0,0.0,12805.0,33178,9549.0,7352.0,12600.0,0.0
9502,16000.0,22500,1798,0.0,0.0,4593.0,32932.0,25962.0,13231.0,2565.0,38275.0,4239.0,4433,0.0,0.0,0.0,0.0,2765.0,11050.0,10806.0,3920.0,10500,0.0,9870.0,0.0,5609,5165.0,0.0,5429.0,3889.0,66801,33333,1870.0,0.0,12864.0,33150,9549.0,7545.0,12700.0,0.0
9420,16400.0,23200,1780,0.0,0.0,4580.0,33282.0,26006.0,13450.0,2575.0,38859.0,4220.0,4377,0.0,0.0,0.0,0.0,2795.0,11050.0,10538.0,3910.0,10407,0.0,10030.0,0.0,5500,5200.0,0.0,5420.0,3875.0,67900,33385,1899.0,0.0,12802.0,33371,9377.0,7540.0,12736.0,0.0
9350,16550.0,23550,1797,0.0,0.0,4600.0,32849.0,26245.0,13750.0,2620.0,38759.0,4269.0,4465,0.0,0.0,0.0,0.0,2785.0,11158.0,10475.0,3972.0,10590,0.0,9924.0,0.0,5527,5336.0,0.0,5468.0,3905.0,67993,34248,1910.0,0.0,12973.0,33600,9435.0,7530.0,13129.0,0.0
9300,16869.0,23115,1800,0.0,0.0,4565.0,32600.0,26255.0,13700.0,2629.0,39224.0,4290.0,4461,0.0,0.0,0.0,0.0,2758.0,11270.0,10429.0,4003.0,10610,0.0,10000.0,0.0,5520,5412.0,0.0,5438.0,3945.0,68350,34378,1921.0,0.0,12850.0,33215,9560.0,7490.0,13148.0,0.0
9314,16900.0,23500,1810,0.0,0.0,4582.0,32290.0,26232.0,13790.0,2650.0,39070.0,4368.0,4433,0.0,0.0,0.0,0.0,2734.0,11220.0,10508.0,4005.0,10685,0.0,9900.0,0.0,5581,5355.0,0.0,5466.0,3955.0,68478,34250,1911.0,0.0,12950.0,33600,9617.0,7420.0,13225.0,0.0
9314,17000.0,23215,1810,0.0,0.0,4509.0,32680.0,26250.0,13753.0,2650.0,39070.0,4369.0,4433,0.0,0.0,0.0,0.0,2734.0,11150.0,10508.0,4010.0,10650,0.0,9900.0,0.0,5574,5300.0,0.0,5462.0,3930.0,68478,34200,1911.0,0.0,12850.0,33900,9795.0,7275.0,13094.0,0.0
9220,17050.0,23215,1800,0.0,0.0,4599.0,32680.0,26250.0,13753.0,2650.0,38864.0,4360.0,4433,0.0,0.0,0.0,0.0,2764.0,11150.0,10490.0,4010.0,10650,0.0,10020.0,0.0,5574,5300.0,0.0,5462.0,3930.0,68297,34200,1930.0,0.0,12850.0,33900,9745.0,7275.0,13094.0,0.0
9290,17050.0,22850,1840,0.0,0.0,4599.0,32550.0,26199.0,13734.0,2670.0,38974.0,4360.0,4461,0.0,0.0,0.0,0.0,2750.0,11180.0,10557.0,3960.0,10615,0.0,10080.0,0.0,5591,5390.0,0.0,5485.0,3945.0,68200,34099,1935.0,0.0,12890.0,33900,9745.0,7445.0,13198.0,0.0
9214,17510.0,23100,1821,0.0,0.0,4510.0,33040.0,25846.0,13825.0,2685.0,38425.0,4360.0,4405,0.0,0.0,0.0,0.0,2775.0,11285.0,10578.0,3927.0,10630,0.0,9930.0,0.0,5575,5352.0,0.0,5490.0,3932.0,69100,34650,1949.0,0.0,12942.0,34197,9589.0,7460.0,13184.0,0.0
9201,17450.0,23295,1833,0.0,0.0,4500.0,32772.0,25730.0,13700.0,2668.0,38769.0,4360.0,4398,0.0,0.0,0.0,0.0,2792.0,11290.0,10613.0,3925.0,10750,0.0,9965.0,0.0,5615,5396.0,0.0,5494.0,3940.0,69413,34899,1951.0,0.0,13065.0,34455,9719.0,7637.0,13441.0,0.0
9300,17200.0,23296,1840,0.0,0.0,4486.0,32690.0,25682.0,13624.0,2694.0,39066.0,4360.0,4405,0.0,0.0,0.0,0.0,2799.0,11295.0,10692.0,3903.0,10755,0.0,10000.0,0.0,5616,5375.0,0.0,5489.0,3942.0,70100,34300,1971.0,0.0,13035.0,34628,9729.0,7648.0,13442.0,0.0
9135,17160.0,23650,1843,0.0,0.0,4530.0,32900.0,25715.0,14050.0,2678.0,39934.0,4334.0,4420,0.0,0.0,0.0,0.0,2800.0,11296.0,10384.0,3916.0,10950,0.0,9978.0,0.0,5650,5315.0,0.0,5524.0,3990.0,70392,34750,1989.0,0.0,13200.0,34500,9779.0,7690.0,13400.0,0.0
8985,16950.0,23550,1843,0.0,0.0,4520.0,31500.0,26129.0,14500.0,2700.0,39094.0,4308.0,4415,0.0,0.0,0.0,0.0,2800.0,11336.0,10208.0,3868.0,10932,0.0,9752.0,0.0,5690,5500.0,0.0,5574.0,4000.0,69500,35900,2000.0,0.0,13228.0,34594,9800.0,7826.0,13225.0,0.0
8950,16950.0,22711,1870,0.0,0.0,4530.0,31400.0,25921.0,14430.0,2685.0,38445.0,4430.0,4399,0.0,0.0,0.0,0.0,2805.0,11300.0,10208.0,3762.0,10931,0.0,9775.0,0.0,5727,5518.0,0.0,5590.0,4039.0,68700,34775,2015.0,0.0,13235.0,34258,9730.0,7755.0,13090.0,0.0
8790,16700.0,22500,1850,0.0,0.0,4450.0,31250.0,26170.0,14650.0,2685.0,38220.0,4390.0,4447,0.0,0.0,0.0,0.0,2795.0,11400.0,10212.0,3833.0,11000,0.0,9617.0,0.0,5729,5520.0,0.0,5620.0,4069.0,68195,34991,1998.0,0.0,13250.0,34000,9683.0,7635.0,12990.0,0.0
8610,16780.0,22700,1850,0.0,0.0,4450.0,30690.0,25770.0,14600.0,2692.0,37370.0,4370.0,4377,0.0,0.0,0.0,0.0,2765.0,11475.0,10234.0,3806.0,10790,0.0,9500.0,0.0,5750,5455.0,0.0,5632.0,4022.0,69000,34490,1996.0,0.0,13287.0,33810,9760.0,7560.0,13000.0,0.0
8785,16850.0,22658,1850,0.0,0.0,4480.0,30489.0,25842.0,14522.0,2638.0,38629.0,4399.0,4370,0.0,0.0,0.0,0.0,2804.0,11190.0,10427.0,3757.0,10638,0.0,9495.0,0.0,5686,5405.0,0.0,5575.0,3970.0,70655,34501,2059.0,0.0,13001.0,33901,9780.0,7409.0,12937.0,0.0
8890,16900.0,23389,1855,0.0,0.0,4500.0,31048.0,26179.0,14700.0,2634.0,39074.0,4294.0,4444,0.0,0.0,0.0,0.0,2818.0,11250.0,10384.0,3921.0,10800,0.0,9590.0,0.0,5730,5519.0,0.0,5600.0,3975.0,72300,34950,2090.0,0.0,13212.0,34200,9540.0,7500.0,13032.0,0.0
8837,16875.0,23610,1850,0.0,0.0,4780.0,30979.0,25900.0,15000.0,2625.0,38844.0,4290.0,4469,0.0,0.0,0.0,0.0,2798.0,11300.0,10266.0,3999.0,10843,0.0,9499.0,0.0,5773,5560.0,0.0,5687.0,3975.0,75000,35949,2105.0,0.0,13498.0,34968,9500.0,7397.0,13035.0,0.0
8950,16850.0,23805,1820,0.0,0.0,4720.0,30999.0,25378.0,15650.0,2635.0,39923.0,4360.0,4510,0.0,0.0,0.0,0.0,2796.0,11240.0,10243.0,4040.0,10856,0.0,9489.0,0.0,5780,5675.0,0.0,5675.0,4000.0,75898,36750,2081.0,0.0,13540.0,35400,9530.0,7345.0,13021.0,0.0
8975,16950.0,23620,1785,0.0,0.0,4719.0,30800.0,25808.0,15400.0,2640.0,39730.0,4320.0,4433,0.0,0.0,0.0,0.0,2790.0,11336.0,10120.0,4033.0,10700,0.0,9411.0,0.0,5800,5820.0,0.0,5725.0,4080.0,74393,36375,2037.0,0.0,13500.0,35700,9501.0,7544.0,13326.0,0.0
8900,17150.0,23250,1770,0.0,0.0,4699.0,31100.0,25829.0,15300.0,2635.0,40348.0,4350.0,4428,0.0,0.0,0.0,0.0,2806.0,11097.0,10177.0,3925.0,10660,0.0,9383.0,0.0,5734,5800.0,0.0,5691.0,4018.0,75201,36030,2031.0,0.0,13310.0,35111,9590.0,7510.0,13012.0,0.0
8825,16919.0,23500,1754,0.0,0.0,4600.0,31000.0,26010.0,15600.0,2529.0,39774.0,4335.0,4409,0.0,0.0,0.0,0.0,2785.0,11223.0,10265.0,3957.0,10699,0.0,9297.0,0.0,5749,5773.0,0.0,5734.0,3976.0,74500,36499,2000.0,0.0,13425.0,35600,9600.0,7355.0,13000.0,0.0
8772,16800.0,23250,1750,0.0,0.0,4640.0,31430.0,26377.0,15550.0,2485.0,38624.0,4199.0,4370,0.0,0.0,0.0,0.0,2737.0,11200.0,10190.0,3842.0,10550,0.0,9100.0,0.0,5735,5720.0,0.0,5701.0,4000.0,72200,36181,1995.0,0.0,13310.0,36160,9520.0,7222.0,12679.0,0.0
8880,16650.0,22735,1752,0.0,0.0,4624.0,31150.0,25860.0,15326.0,2410.0,38395.0,4119.0,4377,0.0,0.0,0.0,0.0,2770.0,11080.0,10230.0,3860.0,10400,0.0,9046.0,0.0,5690,5678.0,0.0,5615.0,3970.0,73107,34850,1995.0,0.0,13161.0,36101,9320.0,7222.0,12453.0,0.0
8943,16690.0,22178,1750,0.0,0.0,4550.0,31700.0,25933.0,15300.0,2436.0,38473.0,4050.0,4361,0.0,0.0,0.0,0.0,2765.0,11100.0,10138.0,3902.0,10633,0.0,8890.0,0.0,5705,5586.0,0.0,5634.0,3983.0,72000,35250,1984.0,0.0,13200.0,36560,9110.0,7200.0,12830.0,0.0
8845,16305.0,21860,1740,0.0,0.0,4506.0,31450.0,26527.0,14910.0,2440.0,37825.0,4075.0,4347,0.0,0.0,0.0,0.0,2768.0,11145.0,9804.0,3877.0,10580,0.0,9050.0,0.0,5608,5470.0,0.0,5574.0,3971.0,71400,34850,1992.0,0.0,13200.0,35935,9230.0,7174.0,12872.0,0.0
9000,15850.0,21301,1735,0.0,0.0,4443.0,30765.0,26318.0,14782.0,2439.0,38350.0,3990.0,4355,0.0,0.0,0.0,0.0,2765.0,11170.0,9900.0,4006.0,10554,0.0,9330.0,0.0,5500,5500.0,0.0,5476.0,3966.0,71800,34375,1986.0,0.0,13240.0,35700,9175.0,7220.0,12744.0,0.0
8883,15600.0,21451,1755,0.0,0.0,4342.0,30815.0,26801.0,14853.0,2425.0,38330.0,3971.0,4376,0.0,0.0,0.0,0.0,2800.0,11310.0,10001.0,4008.0,10560,0.0,9348.0,0.0,5519,5604.0,0.0,5510.0,4020.0,72451,35300,2000.0,0.0,13020.0,35520,9155.0,7200.0,12799.0,0.0
8650,15500.0,20804,1723,0.0,0.0,4423.0,31195.0,26650.0,14900.0,2431.0,37185.0,4050.0,4307,0.0,0.0,0.0,0.0,2753.0,11365.0,9840.0,4030.0,10785,0.0,9176.0,0.0,5656,5865.0,0.0,5610.0,3959.0,70500,35651,1955.0,0.0,13323.0,35298,9425.0,7300.0,12793.0,0.0
8520,15700.0,20211,1721,0.0,0.0,4422.0,30970.0,26214.0,14471.0,2398.0,37275.0,4100.0,4307,0.0,0.0,0.0,0.0,2720.0,11180.0,9930.0,3946.0,10560,0.0,8910.0,0.0,5525,5725.0,0.0,5500.0,3862.0,70300,34600,1949.0,0.0,12903.0,34900,9500.0,7114.0,12598.0,0.0
8500,15600.0,20388,1700,0.0,0.0,4317.0,30637.0,26151.0,14350.0,2350.0,37975.0,4087.0,4322,0.0,0.0,0.0,0.0,2835.0,10950.0,9988.0,3903.0,10522,0.0,9001.0,0.0,5407,5785.0,0.0,5425.0,3767.0,70405,34760,1963.0,0.0,12725.0,34710,9249.0,7000.0,12300.0,0.0
8501,15300.0,20650,1690,0.0,0.0,4291.0,31069.0,26636.0,14600.0,2368.0,38574.0,3965.0,4424,0.0,0.0,0.0,0.0,2785.0,11040.0,10185.0,3912.0,10450,0.0,9168.0,0.0,5528,5881.0,0.0,5573.0,3875.0,72035,35950,1990.0,0.0,13047.0,35100,9081.0,7128.0,12595.0,0.0
8448,15701.0,21200,1670,0.0,0.0,4375.0,31949.0,27166.0,14990.0,2400.0,40068.0,4000.0,4408,0.0,0.0,0.0,0.0,2735.0,11100.0,10120.0,3949.0,10625,0.0,9312.0,0.0,5607,6000.0,0.0,5635.0,3876.0,73000,37550,2002.0,0.0,13253.0,35265,9106.0,7450.0,12940.0,0.0
8435,15999.0,21298,1671,0.0,0.0,4375.0,32100.0,27851.0,15100.0,2397.0,40272.0,4007.0,4370,0.0,0.0,0.0,0.0,2735.0,11068.0,10383.0,3965.0,10725,0.0,9450.0,0.0,5645,6055.0,0.0,5691.0,3860.0,72801,38151,1963.0,0.0,13120.0,36095,9230.0,7699.0,13183.0,0.0
8310,16550.0,21283,1675,0.0,0.0,4427.0,32875.0,27942.0,15183.0,2380.0,40072.0,4032.0,4349,0.0,0.0,0.0,0.0,2722.0,11175.0,10212.0,3920.0,10642,0.0,9300.0,0.0,5613,6005.0,0.0,5639.0,3820.0,71405,38725,1935.0,0.0,13065.0,38100,9311.0,7723.0,13057.0,0.0
8310,16700.0,21025,1678,0.0,0.0,4450.0,32624.0,28254.0,15195.0,2360.0,39574.0,3998.0,4354,0.0,0.0,0.0,0.0,2690.0,11191.0,10382.0,4035.0,10399,0.0,9320.0,0.0,5525,6153.0,0.0,5600.0,3855.0,72894,39300,1930.0,0.0,12915.0,37115,9403.0,7500.0,12745.0,0.0
8420,16800.0,21150,1680,0.0,0.0,4500.0,32750.0,28074.0,15450.0,2336.0,39473.0,3875.0,4335,0.0,0.0,0.0,0.0,2699.0,11253.0,10306.0,4153.0,10300,0.0,9225.0,0.0,5520,5949.0,0.0,5595.0,3865.0,71300,38974,1912.0,0.0,12948.0,36850,9354.0,7350.0,12881.0,0.0
8225,17401.0,21210,1672,0.0,0.0,4550.0,32802.0,27825.0,15350.0,2301.0,38702.0,3860.0,4298,0.0,0.0,0.0,0.0,2671.0,11255.0,10062.0,4149.0,10300,0.0,9080.0,0.0,5555,5970.0,0.0,5575.0,3865.0,70500,38800,1893.0,0.0,13014.0,36617,9365.0,7339.0,12600.0,0.0
8260,17001.0,21250,1685,0.0,0.0,4490.0,32251.0,27951.0,15420.0,2304.0,39724.0,3850.0,4384,0.0,0.0,0.0,0.0,2716.0,11239.0,10234.0,4164.0,10119,0.0,9300.0,0.0,5515,6100.0,0.0,5520.0,3850.0,72860,38179,1945.0,0.0,12800.0,36981,9247.0,7255.0,12351.0,0.0
8270,17099.0,21940,1718,0.0,0.0,4434.0,32825.0,28055.0,15699.0,2350.0,38932.0,3775.0,4448,0.0,0.0,0.0,0.0,2722.0,11439.0,10152.0,4176.0,10369,0.0,9385.0,0.0,5538,6126.0,0.0,5490.0,3900.0,72500,39300,1973.0,0.0,13198.0,38250,9080.0,7525.0,12599.0,0.0
8368,16900.0,21569,1701,0.0,0.0,4521.0,32924.0,28375.0,15850.0,2405.0,39333.0,3840.0,4396,0.0,0.0,0.0,0.0,2709.0,11450.0,10383.0,4226.0,10287,0.0,9400.0,0.0,5500,6176.0,0.0,5519.0,3860.0,72500,39570,1975.0,0.0,13229.0,37705,9191.0,7579.0,12710.0,0.0
8265,16550.0,21527,1700,0.0,0.0,4560.0,33300.0,28470.0,15970.0,2461.0,39177.0,3903.0,4419,0.0,0.0,0.0,0.0,2729.0,11450.0,10455.0,4175.0,10185,0.0,9370.0,0.0,5563,6350.0,0.0,5598.0,3878.0,71150,39499,2001.0,0.0,13300.0,37300,9125.0,7402.0,12500.0,0.0
8250,16300.0,21350,1692,0.0,0.0,4650.0,33230.0,28238.0,15850.0,2460.0,39374.0,3942.0,4447,0.0,0.0,0.0,0.0,2725.0,11365.0,10607.0,4154.0,10175,0.0,9410.0,0.0,5561,6261.0,0.0,5599.0,3893.0,71200,38595,2005.0,0.0,13219.0,36590,9250.0,7400.0,12500.0,0.0
8335,15900.0,21300,1685,0.0,0.0,4805.0,33595.0,28450.0,15700.0,2551.0,39949.0,3990.0,4405,0.0,0.0,0.0,0.0,2731.0,11330.0,10889.0,4170.0,10185,0.0,9456.0,0.0,5610,6245.0,0.0,5601.0,3938.0,70961,38107,1990.0,0.0,13160.0,36500,9200.0,7300.0,12569.0,0.0
8467,16000.0,21600,1700,0.0,0.0,4800.0,34000.0,28550.0,15550.0,2560.0,40363.0,4030.0,4459,0.0,0.0,0.0,0.0,2785.0,11409.0,11299.0,4140.0,10193,0.0,9650.0,0.0,5589,6199.0,0.0,5559.0,3956.0,71600,37149,2005.0,0.0,13100.0,36450,9369.0,7455.0,12560.0,0.0
8300,16100.0,21800,1685,0.0,0.0,4800.0,35174.0,28666.0,15650.0,2645.0,39639.0,4039.0,4340,0.0,0.0,0.0,0.0,2762.0,11539.0,11088.0,4145.0,10265,0.0,9675.0,0.0,5593,6310.0,0.0,5559.0,3978.0,70381,37355,1970.0,0.0,13290.0,37483,9365.0,7430.0,12635.0,0.0
8171,16500.0,21455,1697,0.0,0.0,4820.0,34655.0,28101.0,15311.0,2599.0,38075.0,4080.0,4349,0.0,0.0,0.0,0.0,2677.0,11350.0,11018.0,4104.0,10140,0.0,9400.0,0.0,5440,6200.0,0.0,5461.0,3940.0,69000,37100,1937.0,0.0,13140.0,37250,9500.0,7350.0,12397.0,0.0
7925,16352.0,20978,1670,0.0,0.0,4999.0,34700.0,28050.0,15100.0,2540.0,38574.0,3950.0,4314,0.0,0.0,0.0,0.0,2652.0,11150.0,10899.0,4078.0,9950,0.0,9380.0,0.0,5366,6250.0,0.0,5352.0,3905.0,67000,36307,1901.0,0.0,12760.0,37380,9500.0,7300.0,12055.0,0.0
7950,15999.0,20400,1683,0.0,0.0,4944.0,34377.0,27292.0,14750.0,2500.0,39472.0,3801.0,4405,0.0,0.0,0.0,0.0,2710.0,10966.0,10737.0,3983.0,9870,0.0,9625.0,0.0,5270,6092.0,0.0,5302.0,3855.0,68000,36555,1951.0,0.0,12525.0,38125,9235.0,7157.0,11969.0,0.0
8150,16055.0,20225,1697,0.0,0.0,4900.0,33845.0,27575.0,14925.0,2583.0,39968.0,3675.0,4377,0.0,0.0,0.0,0.0,2705.0,11325.0,10982.0,3988.0,10000,0.0,9640.0,0.0,5345,6140.0,0.0,5355.0,3861.0,67700,36850,1959.0,0.0,12802.0,38231,9265.0,7359.0,12075.0,0.0
8125,16025.0,20550,1708,0.0,0.0,4938.0,33949.0,28006.0,15245.0,2670.0,39674.0,3785.0,4312,0.0,0.0,0.0,0.0,2668.0,11195.0,10934.0,3985.0,9985,0.0,9575.0,0.0,5430,6248.0,0.0,5385.0,3950.0,68200,37700,1930.0,0.0,12780.0,38097,9366.0,7490.0,12290.0,0.0
7950,15901.0,20200,1715,0.0,0.0,4950.0,34000.0,27916.0,15081.0,2660.0,39893.0,3850.0,4346,0.0,0.0,0.0,0.0,2732.0,10920.0,10956.0,4050.0,9885,0.0,9665.0,0.0,5450,6235.0,0.0,5379.0,3949.0,68200,37303,1929.0,0.0,13000.0,36925,9499.0,7400.0,12282.0,0.0
7920,15880.0,20100,1715,0.0,0.0,4850.0,33840.0,27700.0,15311.0,2660.0,39624.0,3810.0,4324,0.0,0.0,0.0,0.0,2757.0,11060.0,10911.0,4015.0,9924,0.0,9810.0,0.0,5400,6034.0,0.0,5312.0,3890.0,69400,36948,1936.0,0.0,12970.0,37650,9495.0,7380.0,12380.0,0.0
7930,15705.0,20550,1719,0.0,0.0,4705.0,34190.0,28090.0,15566.0,2702.0,40724.0,3825.0,4330,0.0,0.0,0.0,0.0,2738.0,11000.0,10733.0,4039.0,9880,0.0,9974.0,0.0,5350,6290.0,0.0,5269.0,3875.0,70290,37799,1942.0,0.0,13200.0,38999,9450.0,7510.0,12579.0,0.0
7800,15550.0,20300,1730,0.0,0.0,4690.0,33400.0,28116.0,15525.0,2775.0,40473.0,3960.0,4335,0.0,0.0,0.0,0.0,2776.0,11078.0,10648.0,4025.0,9870,0.0,9886.0,0.0,5400,6297.0,0.0,5261.0,3890.0,69146,37400,1906.0,0.0,13665.0,38450,9500.0,7492.0,12400.0,0.0
7600,15724.0,20099,1719,0.0,0.0,4680.0,32900.0,26900.0,15704.0,2688.0,40123.0,4030.0,4295,0.0,0.0,0.0,0.0,2785.0,11000.0,10661.0,4100.0,9918,0.0,9800.0,0.0,5456,6370.0,0.0,5341.0,3850.0,67900,37350,1930.0,0.0,13405.0,38699,9599.0,7500.0,12650.0,0.0
7725,15860.0,19825,1730,0.0,0.0,4600.0,32550.0,26780.0,15400.0,2640.0,40083.0,3852.0,4208,0.0,0.0,0.0,0.0,2750.0,10851.0,10736.0,4047.0,9775,0.0,9849.0,0.0,5439,6300.0,0.0,5293.0,3845.0,68000,36119,1934.0,0.0,13491.0,38360,9534.0,7405.0,12575.0,0.0
7600,15759.0,19950,1710,0.0,0.0,4451.0,32788.0,27000.0,15300.0,2650.0,38762.0,3705.0,4064,0.0,0.0,0.0,0.0,2663.0,10900.0,10406.0,4041.0,9750,0.0,9617.0,0.0,5388,6261.0,0.0,5276.0,3942.0,65001,35905,1890.0,0.0,13576.0,37200,9400.0,7532.0,13189.0,0.0
7550,15680.0,19200,1730,0.0,0.0,4470.0,31452.0,26724.0,14834.0,2643.0,40558.0,3740.0,4073,0.0,0.0,0.0,0.0,2703.0,10500.0,10472.0,3930.0,9610,0.0,9793.0,0.0,5210,6101.0,0.0,5188.0,3865.0,66701,34500,1903.0,0.0,13251.0,35698,9321.0,7370.0,12728.0,0.0
7547,15100.0,19612,1650,0.0,0.0,4399.0,32199.0,26509.0,14675.0,2652.0,40073.0,3732.0,4124,0.0,0.0,0.0,0.0,2709.0,10833.0,10525.0,3906.0,9733,0.0,9500.0,0.0,5227,6150.0,0.0,5130.0,3850.0,66000,34720,1898.0,0.0,13633.0,36150,9342.0,7450.0,13138.0,0.0
7330,14700.0,19250,1610,0.0,0.0,4242.0,31901.0,26284.0,14700.0,2675.0,38474.0,3805.0,3984,0.0,0.0,0.0,0.0,2656.0,10605.0,10318.0,3774.0,9765,0.0,9355.0,0.0,5160,6150.0,0.0,5110.0,3805.0,63010,34260,1828.0,0.0,13450.0,35993,9332.0,7400.0,13140.0,0.0
7499,14550.0,18769,1641,0.0,0.0,4205.0,31550.0,25950.0,14100.0,2620.0,38245.0,3760.0,4054,0.0,0.0,0.0,0.0,2651.0,10400.0,10383.0,3673.0,9497,0.0,9500.0,0.0,4949,6024.0,0.0,4960.0,3745.0,64700,33750,1857.0,0.0,13100.0,35295,9250.0,7204.0,12455.0,0.0
7546,14200.0,19150,1640,0.0,0.0,4090.0,31650.0,26001.0,14500.0,2635.0,36577.0,3640.0,3993,0.0,0.0,0.0,0.0,2649.0,10435.0,10177.0,3725.0,9650,0.0,9412.0,0.0,5111,6140.0,0.0,5060.0,3703.0,65500,33905,1911.0,0.0,13317.0,36599,9001.0,7271.0,12800.0,0.0
7600,15300.0,19098,1640,0.0,0.0,4134.0,31050.0,26200.0,14885.0,2666.0,35172.0,3750.0,3943,0.0,0.0,0.0,0.0,2642.0,10500.0,10120.0,3764.0,9734,0.0,9400.0,0.0,5100,6349.0,0.0,5053.0,3700.0,64900,33970,1870.0,0.0,13550.0,36850,8950.0,7448.0,12978.0,0.0
7600,15249.0,18943,1640,0.0,0.0,4100.0,31200.0,26451.0,15025.0,2651.0,35172.0,3747.0,3943,0.0,0.0,0.0,0.0,2642.0,10300.0,10120.0,3785.0,9737,0.0,9400.0,0.0,5132,6231.0,0.0,5111.0,3736.0,64900,34442,1870.0,0.0,13450.0,36551,8950.0,7310.0,12846.0,0.0
